Non-recursive (store_in_bucket) !!!

{"directory":{"downloads.vyperlogix.com":{"web":{"content":{"memcached":{"installers":{"windows":{"memcached-win32-1.4.4-14":{"memcached.exe":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/memcached.exe","pthreadGC2.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/pthreadGC2.dll","INSTALL":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/INSTALL","README":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/README","libgcc_s_sjlj-1.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/libgcc_s_sjlj-1.dll","mingwm10.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/mingwm10.dll"},"memcached-win64-1.4.4-14":{"README":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/README","pthreadGC2.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/pthreadGC2.dll","memcached.exe":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/memcached.exe","INSTALL":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/INSTALL","libgcc_s_sjlj-1.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/libgcc_s_sjlj-1.dll"}}}}}}}}}
         20621 function calls (20571 primitive calls) in 2.425 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 traceback.py:78(extract_tb)
        1    0.000    0.000    0.000    0.000 transport.py:1071(is_authenticated)
        1    0.000    0.000    0.200    0.200 transport.py:1122(auth_password)
        3    0.000    0.000    0.000    0.000 transport.py:1324(get_log_channel)
        1    0.000    0.000    0.000    0.000 transport.py:1347(get_hexdump)
        2    0.000    0.000    0.000    0.000 transport.py:1410(_next_channel)
       35    0.000    0.000    0.010    0.000 transport.py:1423(_send_message)
       34    0.000    0.000    0.010    0.000 transport.py:1426(_send_user_message)
        1    0.000    0.000    0.000    0.000 transport.py:146(ChannelMap)
        1    0.000    0.000    0.000    0.000 transport.py:147(__init__)
        2    0.000    0.000    0.000    0.000 transport.py:152(put)
        4    0.000    0.000    0.000    0.000 transport.py:159(get)
        1    0.000    0.000    0.000    0.000 transport.py:176(values)
        1    0.001    0.001    0.001    0.001 transport.py:191(Transport)
        1    0.023    0.023    0.208    0.208 transport.py:21(<module>)
        1    0.000    0.000    0.001    0.001 transport.py:249(__init__)
        1    0.000    0.000    0.208    0.208 transport.py:418(start_client)
        1    0.000    0.000    0.098    0.098 transport.py:611(close)
        1    0.000    0.000    0.000    0.000 transport.py:623(get_remote_server_key)
        2    0.000    0.000    0.000    0.000 transport.py:641(is_active)
        2    0.000    0.000    0.128    0.064 transport.py:651(open_session)
        1    0.000    0.000    0.000    0.000 transport.py:69(SecurityOptions)
        2    0.000    0.000    0.128    0.064 transport.py:707(open_channel)
        1    0.000    0.000    0.000    0.000 utf_8.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 utf_8.py:22(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 utf_8.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 utf_8.py:28(StreamReader)
        1    0.001    0.001    0.001    0.001 utf_8.py:8(<module>)
        2    0.000    0.000    0.000    0.000 util.py:185(load_host_keys)
        1    0.014    0.014    0.120    0.120 util.py:21(<module>)
        2    0.000    0.000    0.000    0.000 util.py:236(get_thread_id)
        1    0.000    0.000    0.000    0.000 util.py:263(PFilter)
        2    0.000    0.000    0.000    0.000 util.py:264(filter)
        8    0.000    0.000    0.001    0.000 util.py:269(get_logger)
        1    0.000    0.000    0.000    0.000 util.py:283(Counter)
        1    0.000    0.000    0.000    0.000 util.py:32(find_msvcrt)
        1    0.000    0.000    0.000    0.000 util.py:4(<module>)
        2    0.000    0.000    0.005    0.003 util.py:49(find_library)
        1    0.000    0.000    0.000    0.000 util.py:9(_get_build_version)
        1    0.010    0.010    2.426    2.426 utils.py:16(main_proc)
       13    0.000    0.000    0.603    0.046 utils.py:39(__sftp_isdir__)
    25/12    0.000    0.000    1.099    0.092 utils.py:46(sftp_listfiles_from)
       11    0.007    0.001    0.007    0.001 utils.py:82(store_in_bucket)
        8    0.000    0.000    0.000    0.000 uuid.py:101(__init__)
        4    0.000    0.000    0.000    0.000 uuid.py:197(__str__)
        1    0.008    0.008    0.024    0.024 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:53(UUID)
        1    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        2    0.000    0.000    0.001    0.001 warnings.py:45(filterwarnings)
        4    0.000    0.000    0.000    0.000 weakref.py:101(get)
        1    0.000    0.000    0.000    0.000 weakref.py:202(values)
       29    0.000    0.000    0.000    0.000 weakref.py:223(__new__)
       29    0.000    0.000    0.000    0.000 weakref.py:228(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:48(remove)
       27    0.000    0.000    0.000    0.000 weakref.py:55(__getitem__)
       27    0.000    0.000    0.000    0.000 weakref.py:62(__contains__)
       29    0.000    0.000    0.000    0.000 weakref.py:79(__setitem__)
        1    0.000    0.000    0.000    0.000 wrapper.py:24(<module>)
        1    0.000    0.000    0.000    0.000 wrapper.py:26(Wrapper)
      102    0.000    0.000    0.001    0.000 wrapper.py:31(__init__)
      661    0.001    0.000    0.002    0.000 wrapper.py:40(__getattr__)
        1    0.000    0.000    0.000    0.000 {Crypto.Random.OSRNG.winrandom.new}
        1    0.000    0.000    0.000    0.000 {Crypto.Util._counter._newLE}
       70    0.000    0.000    0.000    0.000 {Crypto.Util.strxor.strxor_c}
        4    0.000    0.000    0.000    0.000 {_ctypes.LoadLibrary}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       34    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
       71    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
       33    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        5    0.000    0.000    0.000    0.000 {_sre.compile}
       20    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
      231    0.000    0.000    0.000    0.000 {_struct.pack}
      273    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 {_weakref.proxy}
        7    0.000    0.000    0.000    0.000 {any}
        1    0.000    0.000    0.000    0.000 {apply}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
      140    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x1E234E88}
       35    0.000    0.000    0.000    0.000 {built-in method encrypt}
       20    0.015    0.001    0.015    0.001 {built-in method get_bytes}
       89    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
      257    0.000    0.000    0.000    0.000 {callable}
     1201    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 {dir}
        2    0.000    0.000    0.000    0.000 {divmod}
        1    0.000    0.000    0.000    0.000 {function seed at 0x0316C0B0}
     1422    0.000    0.000    0.000    0.000 {getattr}
      140    0.000    0.000    0.000    0.000 {globals}
      217    0.000    0.000    0.001    0.000 {hasattr}
        2    0.000    0.000    0.000    0.000 {id}
        1    0.000    0.000    0.000    0.000 {imp.get_suffixes}
      760    0.000    0.000    0.000    0.000 {isinstance}
  113/102    0.000    0.000    0.000    0.000 {issubclass}
2446/2440    0.000    0.000    0.000    0.000 {len}
       21    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        2    0.000    0.000    0.000    0.000 {max}
        8    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
      755    1.335    0.002    1.335    0.002 {method 'acquire' of 'thread.lock' objects}
       28    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      400    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.044    0.044    0.044    0.044 {method 'connect' of '_socket.socket' objects}
       35    0.000    0.000    0.000    0.000 {method 'copy' of '_hashlib.HASH' objects}
        8    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       70    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       38    0.000    0.000    0.002    0.000 {method 'encode' of 'str' objects}
       27    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       62    0.000    0.000    0.000    0.000 {method 'getvalue' of 'cStringIO.StringO' objects}
      118    0.000    0.000    0.000    0.000 {method 'has_key' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       80    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       97    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
      248    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       27    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      306    0.000    0.000    0.000    0.000 {method 'read' of 'cStringIO.StringI' objects}
        3    0.000    0.000    0.000    0.000 {method 'readlines' of 'file' objects}
      350    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       35    0.002    0.000    0.002    0.000 {method 'send' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       36    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'tostring' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      524    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
        7    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      232    0.000    0.000    0.000    0.000 {method 'write' of 'cStringIO.StringO' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
      312    0.000    0.000    0.000    0.000 {min}
        2    0.000    0.000    0.000    0.000 {nt._getfullpathname}
        4    0.000    0.000    0.000    0.000 {nt.getpid}
       52    0.004    0.000    0.004    0.000 {nt.stat}
        1    0.000    0.000    0.000    0.000 {nt.urandom}
        5    0.001    0.000    0.001    0.000 {open}
      120    0.000    0.000    0.000    0.000 {ord}
        4    0.000    0.000    0.000    0.000 {pow}
       67    0.000    0.000    0.000    0.000 {range}
       99    0.000    0.000    0.002    0.000 {setattr}
       10    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {sys.exc_info}
        1    0.002    0.002    0.002    0.002 {tdbgtracer27stackless.wingdb_import_hook}
       64    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       96    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 {thread.start_new_thread}
      286    0.519    0.002    0.519    0.002 {time.sleep}
      395    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 {ujson.dumps}


